grain_diameter_mm
7.431856393899229085e-02
1.243587433543433540e-01
1.287235286878908314e-01
2.254193654120638934e-01
1.370366608475406811e-01
1.523077331359348752e-01
1.329450887662010361e-01
1.329450887662010361e-01
1.127096827060319467e-01
1.678349475656540080e-01
9.970881657465077708e-02
2.035297695538803298e-01
1.467674040419770232e-01
1.576534815879223894e-01
1.221178617323282062e-01
1.370366608475406811e-01
3.413803637581271366e-01
1.287235286878908314e-01
3.064232890646849117e-01
1.523077331359348752e-01
3.413803637581271366e-01
1.593955618936386542e-01
2.542086006956940092e-01
1.523077331359348752e-01
1.350063758555442583e-01
1.742924817734473331e-01
1.742924817734473331e-01
1.710941828746864457e-01
2.075604533104557226e-01
2.552926508191299404e-01
2.254193654120638934e-01
2.373544590875251714e-01
1.390373018683809803e-01
2.487174867086867081e-01
2.314638519850445719e-01
1.880127475840565054e-01
3.018834338088832725e-01
2.700127517110885167e-01
3.256476312862085498e-01
1.710941828746864457e-01
1.952188969518145467e-01
2.542086006956940092e-01
6.217937167717167701e-02
1.448735517429786956e-01
2.192082704411504046e-01
2.075604533104557226e-01
2.314638519850445719e-01
1.774331394974971443e-01
2.658901775324020722e-01
1.486371278779845817e-01
1.024410708520404056e-01
1.448735517429786956e-01
1.645111541360494423e-01
1.051023210586149309e-01
2.179448116730589580e-01
1.486371278779845817e-01
5.255116052930746545e-02
1.742924817734473331e-01
5.756691208995363962e-02
1.198350835919123475e-01
6.647254438310051805e-02
1.370366608475406811e-01
1.710941828746864457e-01
2.552926508191299404e-01
1.329450887662010361e-01
2.278564023501828406e-01
2.574470573757816627e-01
2.361880910506206355e-01
1.151338241799072792e-01
1.541102542584450175e-01
4.700318689601412636e-02
2.442357234646564124e-01
2.585175279280776950e-01
9.102128003346869611e-02
2.878345604497681842e-01
2.021683511335546080e-01
2.638047321770810583e-01
1.923688330730640161e-01
1.486371278779845817e-01
2.373544590875251714e-01
1.835533126105871327e-01
2.509283522917977738e-01
2.453638390449976725e-01
2.585175279280776950e-01
1.243587433543433540e-01
2.689880316891413714e-01
1.541102542584450175e-01
1.774331394974971443e-01
1.576534815879223894e-01
2.141097061121211842e-01
2.396701671838246950e-01
1.628238156431042749e-01
1.127096827060319467e-01
1.980279463012077079e-01
1.410095606880423791e-01
2.669267903429846656e-01
1.894759038735573664e-01
1.308513344695332592e-01
1.287235286878908314e-01
1.966284379780264546e-01
1.329450887662010361e-01
1.628238156431042749e-01
1.850517318614320061e-01
4.097642834081616225e-01
1.835533126105871327e-01
2.088867316825969989e-01
9.970881657465077708e-02
2.829966602565023859e-01
1.486371278779845817e-01
1.467674040419770232e-01
3.027968502194793299e-01
2.790659601921248179e-01
1.645111541360494423e-01
2.062256455532300026e-01
1.350063758555442583e-01
3.161816027566577425e-01
1.678349475656540080e-01
1.198350835919123475e-01
2.290651981130346349e-01
1.909278477417502562e-01
1.758698214513873814e-01
2.153956618551411684e-01
1.694724004637959969e-01
2.408196709833270444e-01
1.350063758555442583e-01
1.645111541360494423e-01
2.476046512085149642e-01
2.035297695538803298e-01
1.593955618936386542e-01
1.329450887662010361e-01
1.127096827060319467e-01
3.055207148240918213e-01
3.723352636313776998e-01
2.021683511335546080e-01
1.994176331493015542e-01
8.473620023189799844e-02
2.048821417040808113e-01
2.290651981130346349e-01
2.302676483598145585e-01
4.243323174566169809e-01
1.576534815879223894e-01
8.793491072569369071e-02
1.865381150315150449e-01
1.350063758555442583e-01
2.075604533104557226e-01
1.265599539477904878e-01
2.128159800316308525e-01
2.302676483598145585e-01
1.576534815879223894e-01
1.805191645812961876e-01
2.464867915436746715e-01
3.247984834750972660e-01
1.558919348850285325e-01
2.638047321770810583e-01
2.868735074814610098e-01
3.340204016347991245e-01
1.805191645812961876e-01
1.243587433543433540e-01
1.265599539477904878e-01
3.429944643122130876e-01
1.370366608475406811e-01
2.396701671838246950e-01
1.541102542584450175e-01
2.128159800316308525e-01
2.935348080839540463e-01
1.789828033262796381e-01
2.464867915436746715e-01
1.952188969518145467e-01
1.102322442894953791e-01
1.742924817734473331e-01
3.875982086258283332e-01
1.994176331493015542e-01
1.243587433543433540e-01
1.350063758555442583e-01
2.007977024407023026e-01
2.338379023275427848e-01
1.593955618936386542e-01
2.878345604497681842e-01
1.429546120278395172e-01
3.678581237051522512e-01
1.504836226252270759e-01
1.865381150315150449e-01
2.509283522917977738e-01
7.431856393899229085e-02
1.243587433543433540e-01
1.504836226252270759e-01
1.805191645812961876e-01
1.628238156431042749e-01
7.050478034402118954e-02
1.966284379780264546e-01
1.308513344695332592e-01
3.477918226703935467e-01
2.669267903429846656e-01
8.793491072569369071e-02
2.266411595394203504e-01
1.051023210586149309e-01
3.135503647549827133e-01
7.794596744251426623e-02
1.504836226252270759e-01
8.793491072569369071e-02
2.617026689390665184e-01
2.075604533104557226e-01
2.887924152118727106e-01
1.611188072385846548e-01
1.448735517429786956e-01
1.593955618936386542e-01
2.770797003549010928e-01
2.868735074814610098e-01
1.467674040419770232e-01
2.314638519850445719e-01
2.638047321770810583e-01
1.350063758555442583e-01
2.780746037367619605e-01
1.410095606880423791e-01
1.611188072385846548e-01
2.179448116730589580e-01
2.166739856111243590e-01
1.243587433543433540e-01
2.878345604497681842e-01
1.541102542584450175e-01
2.574470573757816627e-01
1.994176331493015542e-01
2.442357234646564124e-01
2.431023729248826537e-01
1.448735517429786956e-01
9.970881657465077708e-02
2.350159344800706041e-01
1.994176331493015542e-01
2.509283522917977738e-01
1.127096827060319467e-01
3.144298906474671251e-01
2.606452800939146885e-01
6.217937167717167701e-02
2.192082704411504046e-01
1.370366608475406811e-01
1.820425600669373922e-01
1.909278477417502562e-01
1.710941828746864457e-01
2.088867316825969989e-01
2.192082704411504046e-01
1.909278477417502562e-01
1.221178617323282062e-01
1.429546120278395172e-01
1.127096827060319467e-01
1.710941828746864457e-01
1.576534815879223894e-01
1.805191645812961876e-01
2.115143410320635686e-01
2.730638401004060745e-01
2.204644885789907582e-01
2.531199078955809756e-01
3.205190016126126529e-01
3.117838697700570649e-01
1.287235286878908314e-01
2.179448116730589580e-01
2.217135891617637300e-01
1.694724004637959969e-01
3.153069631758447788e-01
6.647254438310051805e-02
1.710941828746864457e-01
2.542086006956940092e-01
1.221178617323282062e-01
1.102322442894953791e-01
1.541102542584450175e-01
8.473620023189799844e-02
2.048821417040808113e-01
2.204644885789907582e-01
3.055207148240918213e-01
1.350063758555442583e-01
1.820425600669373922e-01
2.878345604497681842e-01
2.254193654120638934e-01
1.909278477417502562e-01
2.585175279280776950e-01
2.531199078955809756e-01
1.952188969518145467e-01
2.278564023501828406e-01
1.923688330730640161e-01
2.408196709833270444e-01
4.700318689601412636e-02
1.051023210586149309e-01
1.880127475840565054e-01
2.241909128581758004e-01
1.287235286878908314e-01
1.329450887662010361e-01
1.710941828746864457e-01
1.051023210586149309e-01
1.390373018683809803e-01
1.952188969518145467e-01
2.453638390449976725e-01
3.995270886161200741e-01
1.923688330730640161e-01
2.350159344800706041e-01
1.805191645812961876e-01
2.750790987326571790e-01
1.308513344695332592e-01
1.329450887662010361e-01
2.048821417040808113e-01
1.710941828746864457e-01
1.909278477417502562e-01
1.265599539477904878e-01
7.050478034402118954e-02
2.669267903429846656e-01
2.396701671838246950e-01
1.678349475656540080e-01
3.389448009275919937e-01
1.727007362698609327e-01
1.486371278779845817e-01
1.198350835919123475e-01
1.102322442894953791e-01
1.850517318614320061e-01
2.820191213760847582e-01
2.669267903429846656e-01
1.645111541360494423e-01
2.648495074823000173e-01
1.694724004637959969e-01
2.542086006956940092e-01
3.861705860636724941e-01
1.593955618936386542e-01
8.141190782155213745e-02
1.937991043129141666e-01
2.906986564693712083e-01
1.329450887662010361e-01
2.166739856111243590e-01
2.204644885789907582e-01
2.431023729248826537e-01
1.966284379780264546e-01
1.127096827060319467e-01
3.290223082720988845e-01
1.102322442894953791e-01
1.558919348850285325e-01
1.894759038735573664e-01
1.789828033262796381e-01
1.221178617323282062e-01
1.758698214513873814e-01
2.419637138645241159e-01
3.348461640856408850e-01
1.198350835919123475e-01
1.593955618936386542e-01
1.611188072385846548e-01
2.710335975136465292e-01
1.576534815879223894e-01
2.552926508191299404e-01
8.141190782155213745e-02
1.308513344695332592e-01
2.750790987326571790e-01
1.102322442894953791e-01
2.595835841124007892e-01
3.323627219155025903e-02
2.290651981130346349e-01
3.205190016126126529e-01
1.024410708520404056e-01
1.774331394974971443e-01
1.051023210586149309e-01
1.287235286878908314e-01
1.350063758555442583e-01
2.595835841124007892e-01
2.021683511335546080e-01
1.287235286878908314e-01
2.916471048505246411e-01
2.350159344800706318e-02
9.689955215645708331e-02
2.007977024407023026e-01
2.115143410320635686e-01
1.024410708520404056e-01
3.256476312862085498e-01
2.730638401004060745e-01
2.035297695538803298e-01
2.350159344800706041e-01
2.062256455532300026e-01
1.576534815879223894e-01
1.611188072385846548e-01
1.243587433543433540e-01
2.153956618551411684e-01
9.970881657465077708e-02
5.255116052930746545e-02
1.880127475840565054e-01
1.894759038735573664e-01
1.894759038735573664e-01
1.774331394974971443e-01
2.658901775324020722e-01
3.804065225308275733e-01
1.742924817734473331e-01
2.627558026465373064e-01
2.552926508191299404e-01
2.464867915436746715e-01
3.037075194943866241e-01
1.523077331359348752e-01
1.678349475656540080e-01
1.486371278779845817e-01
1.541102542584450175e-01
2.007977024407023026e-01
2.153956618551411684e-01
2.350159344800706041e-01
2.128159800316308525e-01
1.486371278779845817e-01
1.329450887662010361e-01
2.192082704411504046e-01
3.364916096904330689e-01
2.750790987326571790e-01
3.037075194943866241e-01
2.192082704411504046e-01
3.091151998284873414e-01
2.062256455532300026e-01
5.756691208995363962e-02
8.141190782155213745e-02
1.329450887662010361e-01
3.760254951681130109e-01
4.070595391077606873e-02
2.128159800316308525e-01
2.266411595394203504e-01
1.504836226252270759e-01
2.658901775324020722e-01
2.153956618551411684e-01
1.742924817734473331e-01
2.075604533104557226e-01
1.694724004637959969e-01
1.865381150315150449e-01
1.221178617323282062e-01
1.865381150315150449e-01
1.329450887662010361e-01
1.127096827060319467e-01
4.700318689601412636e-02
1.805191645812961876e-01
2.498253651839243694e-01
1.966284379780264546e-01
6.647254438310051805e-02
2.326539053408518132e-01
2.128159800316308525e-01
1.410095606880423791e-01
2.229556918169768864e-01
1.835533126105871327e-01
1.661813609577512951e-01
3.796798618433714356e-01
1.448735517429786956e-01
2.021683511335546080e-01
2.442357234646564124e-01
2.035297695538803298e-01
1.370366608475406811e-01
1.923688330730640161e-01
1.523077331359348752e-01
2.115143410320635686e-01
1.850517318614320061e-01
2.007977024407023026e-01
1.727007362698609327e-01
1.727007362698609327e-01
4.700318689601412636e-02
2.254193654120638934e-01
1.710941828746864457e-01
1.448735517429786956e-01
2.408196709833270444e-01
3.315307738724812547e-01
1.486371278779845817e-01
1.758698214513873814e-01
9.970881657465077708e-02
2.453638390449976725e-01
2.638047321770810583e-01
2.859092240556790343e-01
1.994176331493015542e-01
1.789828033262796381e-01
2.476046512085149642e-01
9.102128003346869611e-02
1.076978309275705842e-01
2.266411595394203504e-01
2.302676483598145585e-01
3.064232890646849117e-01
9.400637379202825272e-02
1.694724004637959969e-01
1.820425600669373922e-01
1.742924817734473331e-01
2.906986564693712083e-01
1.937991043129141666e-01
2.128159800316308525e-01
3.540872082879550908e-01
1.370366608475406811e-01
2.350159344800706318e-02
1.024410708520404056e-01
2.166739856111243590e-01
3.469968688933648959e-01
1.611188072385846548e-01
2.991264497239523035e-01
1.523077331359348752e-01
1.789828033262796381e-01
2.254193654120638934e-01
2.617026689390665184e-01
1.265599539477904878e-01
2.385151235107054457e-01
1.076978309275705842e-01
1.024410708520404056e-01
2.179448116730589580e-01
2.350159344800706318e-02
1.694724004637959969e-01
1.774331394974971443e-01
1.850517318614320061e-01
2.102046421172298618e-01
3.018834338088832725e-01
1.661813609577512951e-01
3.356698951313080159e-01
1.727007362698609327e-01
1.486371278779845817e-01
3.618024323012655197e-01
9.689955215645708331e-02
2.829966602565023859e-01
2.868735074814610098e-01
2.487174867086867081e-01
