grain_diameter_mm
8.141190782155213745e-02
1.221178617323282062e-01
9.689955215645708331e-02
1.175079672400353020e-01
1.467674040419770232e-01
1.370366608475406811e-01
1.265599539477904878e-01
1.486371278779845817e-01
1.308513344695332592e-01
