grain_area_mm2
5.638645991875593233e-03
3.469935995000365033e-03
1.431348597937650603e-02
1.865090597312696330e-02
1.171103398312623237e-02
1.951838997187705163e-02
1.648219597625173380e-02
1.084354998437614057e-02
1.257851798187632243e-02
1.474722797875155193e-02
1.431348597937650603e-02
1.431348597937650603e-02
1.908464797250200920e-02
2.038587397062714343e-02
1.040980798500109467e-02
1.301225998125136833e-02
9.108581986875958700e-03
2.298832596687741883e-02
1.821716397375191740e-02
1.344600198062641423e-02
6.506129990625684166e-03
1.127729198375118647e-02
1.301225998125136833e-02
1.474722797875155193e-02
1.734967997500182560e-02
1.214477598250127827e-02
1.387974398000146013e-02
1.691593797562677970e-02
1.518096997812659783e-02
2.689200396125282846e-02
2.255458396750237293e-02
9.542323986251004600e-03
1.344600198062641423e-02
1.734967997500182560e-02
1.431348597937650603e-02
2.168709996875228113e-02
2.819322995937796617e-02
1.431348597937650603e-02
2.472329396437760243e-02
2.342206796625246473e-02
1.474722797875155193e-02
1.344600198062641423e-02
2.342206796625246473e-02
2.949445595750310387e-02
1.648219597625173380e-02
1.604845397687668790e-02
1.778342197437687150e-02
3.513310194937869363e-02
1.474722797875155193e-02
2.081961597000218933e-02
1.257851798187632243e-02
1.648219597625173380e-02
1.301225998125136833e-02
2.515703596375264486e-02
7.807355988750820999e-03
1.431348597937650603e-02
2.038587397062714343e-02
1.865090597312696330e-02
1.951838997187705163e-02
9.108581986875958700e-03
1.344600198062641423e-02
1.127729198375118647e-02
1.604845397687668790e-02
1.604845397687668790e-02
1.344600198062641423e-02
1.431348597937650603e-02
3.166316595437833337e-02
1.604845397687668790e-02
1.214477598250127827e-02
1.648219597625173380e-02
1.257851798187632243e-02
1.778342197437687150e-02
4.597665193375483766e-02
1.301225998125136833e-02
1.040980798500109467e-02
1.648219597625173380e-02
1.257851798187632243e-02
1.561471197750164200e-02
2.125335796937723523e-02
2.212084196812732703e-02
1.604845397687668790e-02
1.474722797875155193e-02
1.951838997187705163e-02
2.212084196812732703e-02
1.301225998125136833e-02
1.214477598250127827e-02
1.691593797562677970e-02
1.778342197437687150e-02
1.734967997500182560e-02
1.865090597312696330e-02
1.127729198375118647e-02
1.561471197750164200e-02
1.734967997500182560e-02
2.125335796937723523e-02
1.214477598250127827e-02
1.171103398312623237e-02
1.821716397375191740e-02
1.127729198375118647e-02
1.431348597937650603e-02
2.428955196500255653e-02
2.602451996250273666e-03
1.821716397375191740e-02
1.691593797562677970e-02
2.515703596375264486e-02
2.472329396437760243e-02
1.604845397687668790e-02
1.084354998437614057e-02
1.778342197437687150e-02
1.301225998125136833e-02
1.214477598250127827e-02
1.951838997187705163e-02
2.775948796000292026e-02
2.038587397062714343e-02
1.865090597312696330e-02
1.734967997500182560e-02
1.474722797875155193e-02
1.301225998125136833e-02
1.344600198062641423e-02
1.908464797250200920e-02
1.171103398312623237e-02
1.040980798500109467e-02
9.976065985626048765e-03
1.431348597937650603e-02
1.084354998437614057e-02
1.387974398000146013e-02
1.301225998125136833e-02
1.648219597625173380e-02
2.385580996562751063e-02
1.084354998437614057e-02
1.344600198062641423e-02
2.125335796937723523e-02
1.387974398000146013e-02
1.734967997500182560e-02
1.344600198062641423e-02
6.506129990625684166e-03
1.474722797875155193e-02
1.127729198375118647e-02
1.518096997812659783e-02
1.431348597937650603e-02
1.387974398000146013e-02
1.171103398312623237e-02
1.561471197750164200e-02
2.125335796937723523e-02
1.084354998437614057e-02
1.561471197750164200e-02
2.602451996250273666e-02
1.214477598250127827e-02
1.387974398000146013e-02
9.976065985626048765e-03
1.691593797562677970e-02
3.513310194937869363e-02
2.125335796937723523e-02
1.431348597937650603e-02
1.431348597937650603e-02
1.821716397375191740e-02
1.648219597625173380e-02
2.819322995937796617e-02
1.127729198375118647e-02
1.171103398312623237e-02
1.734967997500182560e-02
9.542323986251004600e-03
1.561471197750164200e-02
1.214477598250127827e-02
2.255458396750237293e-02
1.257851798187632243e-02
1.691593797562677970e-02
1.214477598250127827e-02
1.518096997812659783e-02
1.431348597937650603e-02
1.474722797875155193e-02
1.648219597625173380e-02
3.166316595437833337e-02
1.214477598250127827e-02
1.908464797250200920e-02
2.645826196187778256e-02
1.691593797562677970e-02
6.939871990000730066e-03
6.506129990625684166e-03
