grain_area_mm2
7.374514282836691983e-03
3.470359662511384412e-03
2.646149242664930581e-02
1.605041343911515345e-02
1.561661848130123029e-02
1.214625881878984501e-02
9.109694114092384623e-03
1.735179831255692293e-02
1.344764369223161449e-02
1.474902856567338397e-02
1.084487394534807553e-02
9.977284029720230943e-03
1.171246386097592185e-02
2.125595293288222790e-02
1.561661848130123029e-02
2.602769746883538265e-02
2.082215797506830474e-02
1.561661848130123029e-02
2.429251763757969002e-02
2.299113276413792054e-02
2.646149242664930581e-02
1.648420839692907661e-02
1.908697814381261557e-02
2.472631259539361318e-02
1.735179831255692293e-02
1.952077310162653873e-02
3.340221175167207290e-02
1.561661848130123029e-02
2.732908234227715213e-02
1.648420839692907661e-02
1.605041343911515345e-02
1.648420839692907661e-02
1.952077310162653873e-02
1.865318318599869241e-02
2.038836301725438505e-02
1.561661848130123029e-02
1.084487394534807553e-02
1.821938822818476925e-02
1.344764369223161449e-02
1.041107898753415237e-02
1.778559327037084609e-02
1.821938822818476925e-02
1.301384873441769133e-02
1.605041343911515345e-02
1.127866890316199869e-02
3.904154620325307745e-02
2.168974789069615106e-02
1.561661848130123029e-02
1.344764369223161449e-02
1.474902856567338397e-02
1.431523360785946081e-02
4.251190586576445579e-02
1.995456805944046189e-02
2.082215797506830474e-02
1.821938822818476925e-02
1.344764369223161449e-02
8.242104198464538303e-03
1.344764369223161449e-02
2.516010755320753634e-02
3.470359662511384585e-02
3.730636637199738481e-02
2.559390251102145949e-02
1.735179831255692293e-02
2.038836301725438505e-02
3.513739158292776554e-02
2.125595293288222790e-02
1.258005377660376817e-02
1.171246386097592185e-02
3.600498149855561186e-02
1.258005377660376817e-02
1.561661848130123029e-02
1.127866890316199869e-02
1.474902856567338397e-02
1.301384873441769133e-02
9.543489071906307783e-03
1.518282352348730713e-02
1.474902856567338397e-02
1.908697814381261557e-02
1.778559327037084609e-02
2.255733780632399738e-02
1.952077310162653873e-02
1.171246386097592185e-02
9.543489071906307783e-03
1.648420839692907661e-02
2.646149242664930581e-02
2.168974789069615106e-02
3.079944200478853741e-02
1.214625881878984501e-02
1.995456805944046189e-02
3.513739158292776554e-02
3.079944200478853741e-02
2.689528738446322897e-02
1.518282352348730713e-02
1.127866890316199869e-02
2.646149242664930581e-02
1.821938822818476925e-02
1.518282352348730713e-02
9.977284029720230943e-03
2.168974789069615106e-02
1.041107898753415237e-02
1.518282352348730713e-02
1.388143865004553765e-02
1.952077310162653873e-02
1.648420839692907661e-02
9.977284029720230943e-03
1.908697814381261557e-02
1.171246386097592185e-02
2.993185208916069109e-02
2.168974789069615106e-02
1.041107898753415237e-02
2.125595293288222790e-02
1.344764369223161449e-02
6.506924367208845664e-03
1.952077310162653873e-02
1.474902856567338397e-02
2.125595293288222790e-02
1.778559327037084609e-02
1.301384873441769133e-02
1.561661848130123029e-02
1.474902856567338397e-02
1.518282352348730713e-02
1.995456805944046189e-02
1.778559327037084609e-02
1.344764369223161449e-02
1.735179831255692293e-02
1.474902856567338397e-02
2.602769746883538265e-02
3.860775124543915082e-02
1.952077310162653873e-02
1.388143865004553765e-02
1.041107898753415237e-02
1.995456805944046189e-02
3.166703192041638026e-02
1.214625881878984501e-02
1.561661848130123029e-02
1.691800335474299977e-02
2.299113276413792054e-02
1.952077310162653873e-02
1.084487394534807553e-02
2.602769746883538265e-02
2.038836301725438505e-02
1.735179831255692293e-02
1.431523360785946081e-02
2.255733780632399738e-02
2.906426217353284477e-02
1.821938822818476925e-02
1.258005377660376817e-02
1.908697814381261557e-02
2.602769746883538265e-02
1.691800335474299977e-02
1.214625881878984501e-02
3.036564704697461425e-02
2.038836301725438505e-02
9.109694114092384623e-03
1.691800335474299977e-02
1.431523360785946081e-02
1.258005377660376817e-02
2.299113276413792054e-02
3.860775124543915082e-02
1.952077310162653873e-02
2.732908234227715213e-02
1.474902856567338397e-02
1.691800335474299977e-02
1.388143865004553765e-02
9.109694114092384623e-03
1.691800335474299977e-02
1.605041343911515345e-02
3.210082687823030689e-02
1.344764369223161449e-02
1.995456805944046189e-02
1.258005377660376817e-02
1.388143865004553765e-02
1.344764369223161449e-02
1.474902856567338397e-02
1.258005377660376817e-02
1.821938822818476925e-02
1.908697814381261557e-02
2.038836301725438505e-02
2.299113276413792054e-02
1.648420839692907661e-02
1.908697814381261557e-02
1.474902856567338397e-02
1.865318318599869241e-02
2.516010755320753634e-02
1.691800335474299977e-02
9.977284029720230943e-03
1.735179831255692293e-02
1.431523360785946081e-02
1.735179831255692293e-02
1.518282352348730713e-02
1.778559327037084609e-02
1.561661848130123029e-02
2.125595293288222790e-02
1.865318318599869241e-02
2.776287730009107529e-02
1.474902856567338397e-02
1.908697814381261557e-02
1.214625881878984501e-02
1.908697814381261557e-02
1.865318318599869241e-02
1.171246386097592185e-02
2.082215797506830474e-02
1.691800335474299977e-02
1.301384873441769133e-02
1.041107898753415237e-02
1.171246386097592185e-02
1.995456805944046189e-02
2.516010755320753634e-02
2.038836301725438505e-02
1.648420839692907661e-02
1.171246386097592185e-02
2.212354284851007422e-02
2.168974789069615106e-02
1.258005377660376817e-02
2.082215797506830474e-02
1.474902856567338397e-02
1.171246386097592185e-02
1.344764369223161449e-02
4.121052099232268978e-02
1.561661848130123029e-02
1.691800335474299977e-02
1.648420839692907661e-02
3.079944200478853741e-02
3.253462183604422658e-02
2.299113276413792054e-02
3.426980166729991922e-02
1.301384873441769133e-02
1.778559327037084609e-02
1.691800335474299977e-02
9.977284029720230943e-03
2.472631259539361318e-02
1.127866890316199869e-02
1.474902856567338397e-02
1.431523360785946081e-02
1.561661848130123029e-02
2.125595293288222790e-02
1.214625881878984501e-02
1.258005377660376817e-02
1.821938822818476925e-02
1.778559327037084609e-02
1.171246386097592185e-02
8.242104198464538303e-03
1.041107898753415237e-02
2.212354284851007422e-02
1.474902856567338397e-02
1.474902856567338397e-02
1.171246386097592185e-02
9.543489071906307783e-03
1.735179831255692293e-02
1.908697814381261557e-02
1.691800335474299977e-02
1.301384873441769133e-02
1.735179831255692293e-02
2.602769746883538265e-02
3.600498149855561186e-02
4.164431595013660947e-02
1.561661848130123029e-02
1.605041343911515345e-02
1.431523360785946081e-02
1.431523360785946081e-02
1.214625881878984501e-02
1.041107898753415237e-02
1.388143865004553765e-02
1.561661848130123029e-02
3.904154620325307572e-03
1.344764369223161449e-02
1.518282352348730713e-02
1.518282352348730713e-02
2.342492772195184370e-02
1.908697814381261557e-02
1.691800335474299977e-02
1.648420839692907661e-02
2.038836301725438505e-02
2.516010755320753634e-02
1.301384873441769133e-02
1.691800335474299977e-02
1.301384873441769133e-02
9.109694114092384623e-03
2.038836301725438505e-02
1.474902856567338397e-02
2.385872267976576686e-02
1.952077310162653873e-02
1.605041343911515345e-02
2.646149242664930581e-02
1.908697814381261557e-02
1.084487394534807553e-02
1.301384873441769133e-02
1.518282352348730713e-02
1.084487394534807553e-02
1.474902856567338397e-02
1.995456805944046189e-02
1.041107898753415237e-02
3.296841679385815321e-02
1.518282352348730713e-02
1.691800335474299977e-02
1.865318318599869241e-02
2.038836301725438505e-02
1.301384873441769133e-02
6.506924367208845664e-03
5.205539493767076184e-03
4.337949578139230732e-03
6.940719325022768824e-03
6.940719325022768824e-03
